tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,1,105398,1,,Adam El Mihdawy,U,,USA,26.94,134052,,WC,Anatoliy Petrenko,R,,UKR,20.62,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,458,88,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,2,144661,,Q,Marco Di Prima,U,,ITA,21.06,131942,,WC,Jack Oswald,R,,GBR,20.82,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,3,105740,,,Francesco Garzelli,R,,ITA,25.29,106182,,,Dante Gennaro,R,,ARG,23.18,4-6 7-6(6) 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1111,8,1087,9
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,4,121411,5,,Moez Chargui,R,,TUN,23.52,134085,,,Mateusz Terczynski,R,,POL,20.38,3-6 6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,992,12,1209,6
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,5,123812,4,,Jose Fco Vidal Azorin,U,,ESP,23.10,125838,,,Mikhail Korovin,R,,RUS,20.39,7-6(1) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,866,19,1259,5
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,6,202108,,Q,Tyler Mercier,R,,USA,25.08,105685,,Q,Gustavo Guerses,R,,BRA,25.55,7-6(6) 3-6 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,,,1371,4
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,7,121861,,Q,Antonio Zucca,R,,ITA,24.27,122420,,WC,Sagar Ahuja,R,,IND,24.70,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,2063,1,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,8,105672,,SE,Jarmere Jenkins,R,,USA,25.65,105887,6,,Manuel Mazzella,L,,ITA,24.57,6-3 6-7(2) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1092,8,987,12
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,9,127973,7,,Majed Kilani,R,,TUN,19.54,144680,,,Olexiy Kolisnyk,U,,UKR,20.22,1-6 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1002,12,1344,4
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,10,129811,,,Oleg Khotkov,U,,UKR,26.35,200597,,WC,Andres Ariel Fernandez Lopez,R,,ARG,18.24,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1120,8,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,11,132800,,,Zeljko Milovic,U,,SRB,20.30,105372,,,Issam Al Tawil,R,,SYR,27.02,3-6 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1271,5,1004,12
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,12,132754,,SE,Alan Gadjiev,U,,UZB,20.42,202212,3,,Mohamed Aziz Dougaz,L,,TUN,19.31,6-4 1-6 7-6(7),3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,13,121899,,Q,Daniele Pepe,U,,ITA,23.02,126654,8,,Aria Harajchi,U,,SUI,20.31,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,974,13
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,14,200176,,Q,Manish Sureshkumar,R,,IND,16.93,126764,,Q,Mikhail Galyamov,U,,RUS,20.90,6-7(2) 6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,1680,2,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,15,122349,,Q,Alexandru Danes,R,,FRA,22.70,126592,,,Kamil Gajewski,R,,POL,21.45,3-6 7-5 7-6(6),3,R32,,,,,,,,,,,,,,,,,,,,2010,1,1072,9
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,16,111761,2,,Benjamin Lock,R,,ZIM,23.37,123919,,,Mikael Riondy,L,,FRA,24.40,6-4 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,795,24,1284,5
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,17,105398,1,,Adam El Mihdawy,U,,USA,26.94,144661,,Q,Marco Di Prima,U,,ITA,21.06,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,458,88,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,18,105740,,,Francesco Garzelli,R,,ITA,25.29,121411,5,,Moez Chargui,R,,TUN,23.52,6-3 7-6(3),3,R16,,,,,,,,,,,,,,,,,,,,1111,8,992,12
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,19,123812,4,,Jose Fco Vidal Azorin,U,,ESP,23.10,202108,,Q,Tyler Mercier,R,,USA,25.08,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,866,19,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,20,105672,,SE,Jarmere Jenkins,R,,USA,25.65,121861,,Q,Antonio Zucca,R,,ITA,24.27,6-7(2) 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1092,8,2063,1
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,21,127973,7,,Majed Kilani,R,,TUN,19.54,129811,,,Oleg Khotkov,U,,UKR,26.35,3-6 7-6(2) 5-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,1002,12,1120,8
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,22,132754,,SE,Alan Gadjiev,U,,UZB,20.42,132800,,,Zeljko Milovic,U,,SRB,20.30,7-6(2) 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,1271,5
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,23,200176,,Q,Manish Sureshkumar,R,,IND,16.93,121899,,Q,Daniele Pepe,U,,ITA,23.02,2-6 6-0 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1680,2,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,24,111761,2,,Benjamin Lock,R,,ZIM,23.37,122349,,Q,Alexandru Danes,R,,FRA,22.70,7-6(6) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,795,24,2010,1
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,25,105398,1,,Adam El Mihdawy,U,,USA,26.94,105740,,,Francesco Garzelli,R,,ITA,25.29,6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,,458,88,1111,8
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,26,105672,,SE,Jarmere Jenkins,R,,USA,25.65,123812,4,,Jose Fco Vidal Azorin,U,,ESP,23.10,6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,,1092,8,866,19
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,27,132754,,SE,Alan Gadjiev,U,,UZB,20.42,127973,7,,Majed Kilani,R,,TUN,19.54,6-4 6-7(5) 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,1002,12
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,28,111761,2,,Benjamin Lock,R,,ZIM,23.37,200176,,Q,Manish Sureshkumar,R,,IND,16.93,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,795,24,1680,2
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,29,105398,1,,Adam El Mihdawy,U,,USA,26.94,105672,,SE,Jarmere Jenkins,R,,USA,25.65,6-4 7-6(3),3,SF,,,,,,,,,,,,,,,,,,,,458,88,1092,8
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,30,111761,2,,Benjamin Lock,R,,ZIM,23.37,132754,,SE,Alan Gadjiev,U,,UZB,20.42,6-1 6-4,3,SF,,,,,,,,,,,,,,,,,,,,795,24,,
2016-M-FU-EGY-16A-2016,Egypt F16,Hard,,S,20160718,31,105398,1,,Adam El Mihdawy,U,,USA,26.94,111761,2,,Benjamin Lock,R,,ZIM,23.37,6-2 6-4,3,F,,,,,,,,,,,,,,,,,,,,458,88,795,24
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,1,122638,1,,Christopher Heyman,U,,BEL,22.78,200188,,Q,Matteo Martineau,U,,FRA,17.50,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,297,163,1586,2
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,2,105557,,,Gibril Diarra,U,,AUT,26.15,145014,,Q,Thomas Laurent,R,,FRA,18.59,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,753,28,,
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,3,105636,,Q,Romain Sichez,U,,FRA,25.82,200637,,Q,Germain Simon,U,,FRA,25.22,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,4,105860,5,,Tak Khunn Wang,R,,FRA,24.77,104924,,,Alexandre Penaud,U,,FRA,29.16,7-6(3) 7-6(0),3,R32,,,,,,,,,,,,,,,,,,,,474,82,1237,5
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,5,111506,4,,Maxime Hamou,R,,FRA,21.11,131912,,,Ronan Joncour,L,,FRA,19.47,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,415,100,849,20
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,6,119643,,WC,Abel Hernandez Aguila,U,,ESP,26.88,105262,,,Fernando Romboli,R,180,BRA,27.53,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1704,1,583,52
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,7,133857,,,Maxime Mora,U,,FRA,19.31,200385,,Q,Dan Added,U,,FRA,17.26,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1244,5,1921,1
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,8,105601,7,,Cristobal Saavedra Corvalan,R,,CHI,25.96,105549,,Q,Mateo Galdon,U,,ARG,26.17,6-3 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,533,66,,
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,9,105178,,,Alexis Musialek,U,,FRA,28.04,105999,8,,Bowen Ouyang,L,,CHN,24.16,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,729,31,613,46
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,10,128064,,Q,Mark Flavius Andres,U,,GER,23.64,106321,,,Xin Gao,U,,CHN,22.18,5-3 RET,3,R32,,,,,,,,,,,,,,,,,,,,,,618,45
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,11,200062,,Q,Boris Fassbender,R,,FRA,18.33,131910,,WC,Lucas Bouquet,R,,FRA,18.95,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1451,3,2143,1
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,12,123921,3,,Calvin Hemery,R,,FRA,21.47,131905,,,Manuel Guinard,U,,FRA,20.67,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,316,152,1334,4
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,13,144834,,WC,Constant De La Bassetiere,U,,FRA,18.49,106270,6,,Marcos Giraldi Requena,R,,ESP,22.64,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,532,66
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,14,106337,,,Loic Perret,U,,FRA,22.11,105844,,,Joffrey De Schepper,U,,FRA,24.84,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1215,6,1001,12
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,15,104187,,,Vadim Alekseenko,R,,UKR,33.17,122321,,,Marat Deviatiarov,R,,UKR,22.25,6-0 0-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,665,39,740,30
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,16,105559,2,,Jonathan Eysseric,L,180,FRA,26.14,145001,,WC,Evan Furness,R,,FRA,17.93,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,347,134,1616,2
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,17,105557,,,Gibril Diarra,U,,AUT,26.15,122638,1,,Christopher Heyman,U,,BEL,22.78,5-7 6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,753,28,297,163
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,18,105860,5,,Tak Khunn Wang,R,,FRA,24.77,105636,,Q,Romain Sichez,U,,FRA,25.82,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,474,82,,
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,19,111506,4,,Maxime Hamou,R,,FRA,21.11,119643,,WC,Abel Hernandez Aguila,U,,ESP,26.88,4-6 6-4 6-0,3,R16,,,,,,,,,,,,,,,,,,,,415,100,1704,1
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,20,133857,,,Maxime Mora,U,,FRA,19.31,105601,7,,Cristobal Saavedra Corvalan,R,,CHI,25.96,4-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,1244,5,533,66
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,21,105178,,,Alexis Musialek,U,,FRA,28.04,128064,,Q,Mark Flavius Andres,U,,GER,23.64,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,729,31,,
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,22,123921,3,,Calvin Hemery,R,,FRA,21.47,200062,,Q,Boris Fassbender,R,,FRA,18.33,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,316,152,1451,3
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,23,144834,,WC,Constant De La Bassetiere,U,,FRA,18.49,106337,,,Loic Perret,U,,FRA,22.11,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,1215,6
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,24,105559,2,,Jonathan Eysseric,L,180,FRA,26.14,104187,,,Vadim Alekseenko,R,,UKR,33.17,7-5 6-0,3,R16,,,,,,,,,,,,,,,,,,,,347,134,665,39
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,25,105860,5,,Tak Khunn Wang,R,,FRA,24.77,105557,,,Gibril Diarra,U,,AUT,26.15,3-6 7-6(2) 6-3,3,QF,,,,,,,,,,,,,,,,,,,,474,82,753,28
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,26,133857,,,Maxime Mora,U,,FRA,19.31,111506,4,,Maxime Hamou,R,,FRA,21.11,7-6(3) 3-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,,1244,5,415,100
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,27,123921,3,,Calvin Hemery,R,,FRA,21.47,105178,,,Alexis Musialek,U,,FRA,28.04,6-1 6-2,3,QF,,,,,,,,,,,,,,,,,,,,316,152,729,31
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,28,105559,2,,Jonathan Eysseric,L,180,FRA,26.14,144834,,WC,Constant De La Bassetiere,U,,FRA,18.49,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,347,134,,
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,29,105860,5,,Tak Khunn Wang,R,,FRA,24.77,133857,,,Maxime Mora,U,,FRA,19.31,6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,,474,82,1244,5
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,30,105559,2,,Jonathan Eysseric,L,180,FRA,26.14,123921,3,,Calvin Hemery,R,,FRA,21.47,5-7 7-6(1) 6-2,3,SF,,,,,,,,,,,,,,,,,,,,347,134,316,152
2016-M-FU-FRA-15A-2016,France F15,Clay,,S,20160718,31,105559,2,,Jonathan Eysseric,L,180,FRA,26.14,105860,5,,Tak Khunn Wang,R,,FRA,24.77,6-2 5-7 6-2,3,F,,,,,,,,,,,,,,,,,,,,347,134,474,82
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,1,121531,,,Mats Moraing,L,,GER,24.08,106072,1,,Alexey Vatutin,U,,RUS,23.72,1-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,429,94,280,175
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,2,109699,,WC,Julian Lenz,R,,GER,23.41,105091,,,Peter Torebko,R,,GER,28.44,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1180,6,373,120
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,3,105974,,,Maverick Banes,R,,AUS,24.27,104582,,WC,Rok Jarc,R,,SLO,31.00,4-6 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,403,106,,
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,4,105283,8,,Gerard Granollers,R,,ESP,27.46,133633,,Q,Leon Hoeveler,R,,GER,20.56,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,344,136,,
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,5,105497,3,,Jose Hernandez,U,,DOM,26.35,137548,,Q,Jan Meyer,U,,GER,23.28,6-4 5-7 6-2,3,R32,,,,,,,,,,,,,,,,,,,,303,160,2010,1
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,6,123828,,,Jan Choinski,R,,GER,20.10,105801,,Q,David Pel,L,,NED,25.03,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,417,100,1143,7
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,7,105503,,Q,George Von Massow,R,,GER,26.33,105381,,,Thales Turini,U,,BRA,27.00,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,593,50,612,46
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,8,123835,,Q,Leon Schutt,U,,GER,22.68,105965,7,,Gavin Van Peperzeel,R,,AUS,24.30,2-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,847,20,339,138
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,9,105872,6,,Christian Lindell,R,,SWE,24.66,105747,,,Karim Mohamed Maamoun,R,,EGY,25.28,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,325,146,399,109
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,10,120775,,,Sadio Doumbia,U,,FRA,25.85,121777,,WC,Nils Brinkman,R,,GER,24.06,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,364,125,883,18
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,11,105814,,,Maximilian Neuchrist,R,,AUT,24.99,105797,,Q,Marvin Netuschil,R,,GER,25.05,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,484,77,622,44
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,12,104117,4,,Giovanni Lapentti,R,193,ECU,33.48,105502,,,N Sriram Balaji,R,,IND,26.34,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,322,148,516,71
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,13,109054,5,,Daniel Masur,R,,GER,22.10,104738,,,Caio Zampieri,R,183,BRA,30.14,5-7 6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,315,152,369,122
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,14,132204,,Q,Matvey Khomentovskiy,R,,RUS,21.90,105288,,,Guillermo Rivera Aranguiz,R,,CHI,27.46,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1611,2,553,59
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,15,105870,,,Yannick Hanfmann,U,,GER,24.68,133925,,Q,Leonard Von Hindte,R,,GER,22.22,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,470,83,,
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,16,105085,2,,Artem Smirnov,U,,UKR,28.46,122351,,WC,Johannes Haerteis,U,,GER,20.40,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,287,168,701,35
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,17,109699,,WC,Julian Lenz,R,,GER,23.41,121531,,,Mats Moraing,L,,GER,24.08,6-2 2-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,1180,6,429,94
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,18,105283,8,,Gerard Granollers,R,,ESP,27.46,105974,,,Maverick Banes,R,,AUS,24.27,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,344,136,403,106
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,19,105497,3,,Jose Hernandez,U,,DOM,26.35,123828,,,Jan Choinski,R,,GER,20.10,7-6(1) 5-7 6-2,3,R16,,,,,,,,,,,,,,,,,,,,303,160,417,100
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,20,105503,,Q,George Von Massow,R,,GER,26.33,123835,,Q,Leon Schutt,U,,GER,22.68,6-1 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,593,50,847,20
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,21,120775,,,Sadio Doumbia,U,,FRA,25.85,105872,6,,Christian Lindell,R,,SWE,24.66,6-3 7-6(4),3,R16,,,,,,,,,,,,,,,,,,,,364,125,325,146
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,22,104117,4,,Giovanni Lapentti,R,193,ECU,33.48,105814,,,Maximilian Neuchrist,R,,AUT,24.99,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,322,148,484,77
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,23,109054,5,,Daniel Masur,R,,GER,22.10,132204,,Q,Matvey Khomentovskiy,R,,RUS,21.90,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,315,152,1611,2
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,24,105870,,,Yannick Hanfmann,U,,GER,24.68,105085,2,,Artem Smirnov,U,,UKR,28.46,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,470,83,287,168
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,25,109699,,WC,Julian Lenz,R,,GER,23.41,105283,8,,Gerard Granollers,R,,ESP,27.46,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,1180,6,344,136
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,26,105497,3,,Jose Hernandez,U,,DOM,26.35,105503,,Q,George Von Massow,R,,GER,26.33,7-6(4) 4-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,303,160,593,50
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,27,104117,4,,Giovanni Lapentti,R,193,ECU,33.48,120775,,,Sadio Doumbia,U,,FRA,25.85,6-4 6-1,3,QF,,,,,,,,,,,,,,,,,,,,322,148,364,125
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,28,105870,,,Yannick Hanfmann,U,,GER,24.68,109054,5,,Daniel Masur,R,,GER,22.10,6-1 7-5,3,QF,,,,,,,,,,,,,,,,,,,,470,83,315,152
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,29,109699,,WC,Julian Lenz,R,,GER,23.41,105497,3,,Jose Hernandez,U,,DOM,26.35,6-2 7-6(5),3,SF,,,,,,,,,,,,,,,,,,,,1180,6,303,160
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,30,105870,,,Yannick Hanfmann,U,,GER,24.68,104117,4,,Giovanni Lapentti,R,193,ECU,33.48,3-6 6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,,470,83,322,148
2016-M-FU-GER-08A-2016,Germany F8,Clay,,S,20160718,31,105870,,,Yannick Hanfmann,U,,GER,24.68,109699,,WC,Julian Lenz,R,,GER,23.41,7-6(5) 6-1,3,F,,,,,,,,,,,,,,,,,,,,470,83,1180,6
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,1,105948,1,WC,Federico Coria,R,,ARG,24.36,126154,,Q,Jacopo Stefanini,U,,ITA,20.27,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,343,136,1025,11
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,2,104334,,PR,Alberto Brizzi,R,,ITA,32.31,111795,,,Filippo Baldi,R,,ITA,20.52,6-0 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,1633,2,748,29
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,3,122641,,Q,Tommaso Gabrieli,U,,ITA,23.08,144833,,Q,Andres Gabriel Ciurletti,U,,ARG,18.54,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,1921,1
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,4,109640,,,Andrea Basso,L,,ITA,22.78,104473,6,,Walter Trusendi,U,,ITA,31.54,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,807,23,517,70
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,5,124186,4,,Alexandre Muller,U,,FRA,19.46,126081,,LL,Francesco Moncagatto,U,,ITA,23.07,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,449,90,2063,1
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,6,105998,,,Eduardo Dischinger,R,,BRA,24.17,122642,,Q,Giovanni Rizzuti,U,,ITA,21.18,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,784,25,1079,9
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,7,133872,,WC,Enrico Dalla Valle,U,,ITA,18.33,122357,,,Antonio Campo,R,,ITA,22.95,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1210,6,842,20
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,8,105882,7,,Stefano Travaglia,U,,ITA,24.58,144823,,LL,Luca Tomasetto,U,,ITA,20.30,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,558,57,1656,2
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,9,105895,8,,Omar Giacalone,R,,ITA,24.52,121872,,,Alessandro Luisi,R,,ITA,26.70,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,557,58,749,29
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,10,127798,,,Cristian Carli,U,,ITA,20.31,104883,,,Matteo Marfia,L,,ITA,29.37,6-4 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,901,17,899,17
2016-M-FU-ITA-21A-2016,Italy F21,Clay,,S,20160718,11,105918,,Q,Alessandro Colella,L,,ITA,24.44,202187,,Q,Gianluca Acquaroli,U,,ITA,21.72,7-6(2) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,999,12,,
