tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,1,105815,1,,Tennys Sandgren,R,,USA,24.45,111581,,,Michael Mmoh,R,,USA,17.98,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,261,201,455,88
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,2,127028,,Q,Tom Fawcett,U,,USA,20.21,200222,,Q,Nicholas S Hu,R,,USA,21.70,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1633,2,1896,1
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,3,110751,,,Sebastian Fanselow,U,,GER,24.01,110750,,,Eric Johnson,R,,USA,22.88,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,528,65,522,67
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,4,105960,,,Evan King,L,185,USA,23.78,111456,8,,Mackenzie Mcdonald,R,,USA,20.72,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,414,104,371,118
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,5,105336,3,,Nicolas Meister,U,,USA,26.64,106335,,,Alexios Halebian,L,,USA,21.57,7-6(4) 7-5,3,R32,,,,,,,,,,,,,,,,,,,,302,165,617,50
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,6,106420,,,Gianluigi Quinzi,L,,ITA,19.92,108767,,WC,Gonzales Austin,L,,HAI,23.16,7-6(3) 7-5,3,R32,,,,,,,,,,,,,,,,,,,,383,113,761,30
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,7,111514,,Q,Max De Vroome,R,,NED,21.59,111583,,Q,Martin Redlicki,U,,USA,20.36,6-2 3-6 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,1896,1,1637,2
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,8,111578,6,,Stefan Kozlov,R,,USA,17.92,105071,,,Jean Yves Aubone,R,180,USA,27.98,6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,,351,130,603,53
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,9,126152,,WC,Ryan Shane,U,,USA,21.72,111586,7,,Deiton Baughman,U,,USA,19.70,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,730,33,357,128
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,10,105870,,Q,Yannick Hanfmann,U,,GER,24.14,138590,,WC,Robbie C Bellamy,U,,USA,20.94,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,660,43,2085,1
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,11,126243,,Q,Jake Devine,U,,USA,18.62,111515,,Q,Thai Son Kwiatkowski,U,,USA,20.89,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,1666,2
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,12,105229,4,,Philip Bester,R,188,CAN,27.24,200587,,WC,Brandon Holt,U,,USA,17.75,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,303,164,,
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,13,110636,,,Clay Thompson,R,,USA,23.67,105281,5,,Eric Quigley,U,,USA,26.93,6-4 6-7(5) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,468,84,314,158
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,14,110749,,,Joe Salisbury,U,,GBR,23.71,105566,,Q,Shahin Khaledan,R,,IRI,25.58,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,646,46,1003,12
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,15,105100,,,Edward Corrie,U,,GBR,27.87,124014,,,Ernesto Escobedo,R,,USA,19.50,7-6(3) 7-5,3,R32,,,,,,,,,,,,,,,,,,,,453,89,393,111
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,16,105447,,PR,Dennis Nevolo,R,,USA,26.03,104905,2,,Nicolas Barrientos,R,175,COL,28.70,6-4 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,621,49,294,170
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,17,105815,1,,Tennys Sandgren,R,,USA,24.45,127028,,Q,Tom Fawcett,U,,USA,20.21,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,261,201,1633,2
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,18,110751,,,Sebastian Fanselow,U,,GER,24.01,105960,,,Evan King,L,185,USA,23.78,4-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,528,65,414,104
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,19,106420,,,Gianluigi Quinzi,L,,ITA,19.92,105336,3,,Nicolas Meister,U,,USA,26.64,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,383,113,302,165
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,20,111578,6,,Stefan Kozlov,R,,USA,17.92,111514,,Q,Max De Vroome,R,,NED,21.59,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,351,130,1896,1
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,21,126152,,WC,Ryan Shane,U,,USA,21.72,105870,,Q,Yannick Hanfmann,U,,GER,24.14,4-6 7-6(2) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,730,33,660,43
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,22,105229,4,,Philip Bester,R,188,CAN,27.24,126243,,Q,Jake Devine,U,,USA,18.62,7-6(3) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,303,164,,
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,23,110636,,,Clay Thompson,R,,USA,23.67,110749,,,Joe Salisbury,U,,GBR,23.71,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,468,84,646,46
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,24,105100,,,Edward Corrie,U,,GBR,27.87,105447,,PR,Dennis Nevolo,R,,USA,26.03,4-6 7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,453,89,621,49
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,25,105815,1,,Tennys Sandgren,R,,USA,24.45,110751,,,Sebastian Fanselow,U,,GER,24.01,5-7 6-4 7-6(2),3,QF,,,,,,,,,,,,,,,,,,,,261,201,528,65
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,26,111578,6,,Stefan Kozlov,R,,USA,17.92,106420,,,Gianluigi Quinzi,L,,ITA,19.92,6-3 3-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,,351,130,383,113
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,27,105229,4,,Philip Bester,R,188,CAN,27.24,126152,,WC,Ryan Shane,U,,USA,21.72,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,,303,164,730,33
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,28,110636,,,Clay Thompson,R,,USA,23.67,105100,,,Edward Corrie,U,,GBR,27.87,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,468,84,453,89
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,29,111578,6,,Stefan Kozlov,R,,USA,17.92,105815,1,,Tennys Sandgren,R,,USA,24.45,6-1 6-1,3,SF,,,,,,,,,,,,,,,,,,,,351,130,261,201
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,30,105229,4,,Philip Bester,R,188,CAN,27.24,110636,,,Clay Thompson,R,,USA,23.67,6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,,303,164,468,84
2016-M-FU-USA-01A-2016,USA F1,Hard,,S,20160104,31,111578,6,,Stefan Kozlov,R,,USA,17.92,105229,4,,Philip Bester,R,188,CAN,27.24,7-6(7) 6-7(3) 6-3,3,F,,,,,,,,,,,,,,,,,,,,351,130,303,164
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,1,106005,1,WC,Constant Lestienne,R,,FRA,23.64,126129,,Q,Billy Harris,U,,GBR,20.96,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,287,174,1186,7
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,2,104924,,PR,Alexandre Penaud,U,,FRA,28.65,111167,,,Ugo Nastasi,R,,LUX,22.74,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,720,35
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,3,123920,,,Gregoire Jacq,U,,FRA,23.17,131910,,Q,Lucas Bouquet,R,,FRA,18.43,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,618,50,1407,4
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,4,123819,6,,Goncalo Oliveira,L,,POR,20.90,131904,,WC,Louis Chaix,U,,FRA,20.66,5-7 6-3 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,556,61,1666,2
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,5,105098,3,,Alexandre Sidorenko,R,,FRA,27.90,134752,,Q,Florian Simbozel,R,,FRA,19.90,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,454,90,1360,4
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,6,105407,,,Elie Rousset,U,,FRA,26.35,105278,,,Alexis Klegou,U,,BEN,26.96,6-3 3-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,982,13,944,15
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,7,144656,,,Corentin Denolly,L,,FRA,18.60,111172,,,Hugo Schott,U,,FRA,19.35,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,887,19,1069,10
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,8,131905,,Q,Manuel Guinard,U,,FRA,20.16,133478,,LL,Simon Baudry,U,,FRA,18.35,6-3 5-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,2085,1,2013,1
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,9,126442,,,Simone Roncalli,R,,ITA,19.68,126127,5,,Benjamin Bonzi,U,,FRA,19.59,7-6(3) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1065,10,508,73
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,10,105875,,Q,Thomas Giraudeau,U,,FRA,24.13,106191,,,Mick Lescure,R,,FRA,22.61,6-1 4-2 RET,3,R32,,,,,,,,,,,,,,,,,,,,1246,6,642,47
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,11,123827,,Q,Samuel Bensoussan,U,,FRA,24.15,105363,,WC,Maxime Forcin,U,,FRA,26.54,6-3 2-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,657,45,,
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,12,105476,4,,Alexandre Folie,R,,BEL,25.94,105414,,,Matthieu Roy,U,,FRA,26.30,6-3 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,504,74,856,21
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,13,126523,8,,Bernabe Zapata Miralles,R,,ESP,19.00,144946,,,Rayane Roumane,U,,FRA,15.33,7-5 3-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,595,54,948,15
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,14,106342,,,Martins Podzus,R,,LAT,21.54,105844,,,Joffrey De Schepper,U,,FRA,24.32,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,622,49,1006,12
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,15,200462,,,Andrea Guerrieri,L,,ITA,17.11,105246,,Q,Michal Schmid,U,,CZE,27.12,1-6 7-6(2) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1089,9,731,33
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,16,105726,2,Q,Yannik Reuter,R,,BEL,24.85,124186,,WC,Alexandre Muller,U,,FRA,18.94,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,342,135,708,37
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,17,106005,1,WC,Constant Lestienne,R,,FRA,23.64,104924,,PR,Alexandre Penaud,U,,FRA,28.65,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,287,174,,
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,18,123920,,,Gregoire Jacq,U,,FRA,23.17,123819,6,,Goncalo Oliveira,L,,POR,20.90,7-6(1) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,618,50,556,61
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,19,105098,3,,Alexandre Sidorenko,R,,FRA,27.90,105407,,,Elie Rousset,U,,FRA,26.35,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,454,90,982,13
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,20,144656,,,Corentin Denolly,L,,FRA,18.60,131905,,Q,Manuel Guinard,U,,FRA,20.16,3-6 6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,887,19,2085,1
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,21,105875,,Q,Thomas Giraudeau,U,,FRA,24.13,126442,,,Simone Roncalli,R,,ITA,19.68,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,1246,6,1065,10
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,22,123827,,Q,Samuel Bensoussan,U,,FRA,24.15,105476,4,,Alexandre Folie,R,,BEL,25.94,3-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,657,45,504,74
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,23,106342,,,Martins Podzus,R,,LAT,21.54,126523,8,,Bernabe Zapata Miralles,R,,ESP,19.00,6-0 1-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,622,49,595,54
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,24,105726,2,Q,Yannik Reuter,R,,BEL,24.85,200462,,,Andrea Guerrieri,L,,ITA,17.11,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,342,135,1089,9
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,25,106005,1,WC,Constant Lestienne,R,,FRA,23.64,123920,,,Gregoire Jacq,U,,FRA,23.17,6-2 6-0,3,QF,,,,,,,,,,,,,,,,,,,,287,174,618,50
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,26,144656,,,Corentin Denolly,L,,FRA,18.60,105098,3,,Alexandre Sidorenko,R,,FRA,27.90,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,,887,19,454,90
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,27,105875,,Q,Thomas Giraudeau,U,,FRA,24.13,123827,,Q,Samuel Bensoussan,U,,FRA,24.15,3-6 7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,,1246,6,657,45
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,28,105726,2,Q,Yannik Reuter,R,,BEL,24.85,106342,,,Martins Podzus,R,,LAT,21.54,6-2 3-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,,342,135,622,49
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,29,106005,1,WC,Constant Lestienne,R,,FRA,23.64,144656,,,Corentin Denolly,L,,FRA,18.60,6-0 6-3,3,SF,,,,,,,,,,,,,,,,,,,,287,174,887,19
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,30,105726,2,Q,Yannik Reuter,R,,BEL,24.85,105875,,Q,Thomas Giraudeau,U,,FRA,24.13,6-4 6-1,3,SF,,,,,,,,,,,,,,,,,,,,342,135,1246,6
2016-M-FU-FRA-01A-2016,France F1,Clay,,S,20160111,31,105726,2,Q,Yannik Reuter,R,,BEL,24.85,106005,1,WC,Constant Lestienne,R,,FRA,23.64,6-3 6-2,3,F,,,,,,,,,,,,,,,,,,,,342,135,287,174
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,1,106156,1,,Sebastien Boltz,R,,FRA,22.77,105329,,,Thibault Venturino,U,,FRA,26.70,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,291,171,966,14
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,2,116985,,,Petr Michnev,R,,CZE,26.44,122352,,,Christoph Negritu,R,,GER,21.81,4-6 6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,590,55,819,24
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,3,122330,,,Alexander Bublik,R,,RUS,18.57,127327,,Q,Oliver Mrose,U,,SUI,22.44,2-6 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,963,14,1278,5
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,4,117356,5,,Cem Ilkel,R,,TUR,20.39,126878,,Q,David Poljak,U,,CZE,19.65,6-3 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,437,98,1206,7
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,5,109054,3,,Daniel Masur,R,,GER,21.59,125847,,,Jelle Sels,U,,NED,20.42,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,410,107,974,14
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,6,123807,,Q,Marek Jaloviec,L,,CZE,21.97,132325,,Q,Andrew Ruppli,L,,SUI,20.88,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,990,13,1317,5
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,7,105874,,Q,Albano Olivetti,R,203,FRA,24.13,131889,,Q,Fran Zvonimir Zgombic,U,,CRO,19.96,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,1109,9
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,8,106214,7,Q,Oscar Otte,R,,GER,22.49,126518,,LL,Gil Uwe Grund,U,,GER,21.54,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,482,82,2146,1
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,9,122351,,,Johannes Haerteis,U,,GER,19.89,106008,8,,Florian Fallert,R,,GER,23.63,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,737,33,542,64
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,10,131867,,WC,Dominik Boehler,R,,GER,19.89,126120,,,Nino Serdarusic,U,,CRO,19.08,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,874,20,748,32
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,11,126409,,,Hugo Grenier,U,,FRA,19.80,134449,,WC,Robin Lang,U,,GER,19.94,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,649,46,1744,2
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,12,105906,4,,Kevin Krawietz,R,190,GER,23.96,105236,,,Pirmin Haenle,R,,GER,27.20,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,428,100,697,39
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,13,123828,6,WC,Jan Choinski,R,,GER,19.59,126531,,Q,Philipp Scholz,R,,GER,20.96,6-7(4) 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,447,94,1727,2
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,14,120424,,,Yannick Maden,U,,GER,26.20,134472,,,Antoine Bellier,U,,SUI,19.23,6-3 2-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,654,45,691,40
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,15,105778,,,Tobias Simon,R,,GER,24.65,122353,,,Christian Hirschmueller,R,,GER,22.84,7-6(7) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,641,47,1040,11
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,16,104676,2,,Andreas Beck,L,190,GER,29.93,104654,,,Baris Erguden,R,,TUR,30.03,7-6(3) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,390,112,627,49
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,17,116985,,,Petr Michnev,R,,CZE,26.44,106156,1,,Sebastien Boltz,R,,FRA,22.77,6-1 6-7(5) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,590,55,291,171
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,18,117356,5,,Cem Ilkel,R,,TUR,20.39,122330,,,Alexander Bublik,R,,RUS,18.57,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,437,98,963,14
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,19,109054,3,,Daniel Masur,R,,GER,21.59,123807,,Q,Marek Jaloviec,L,,CZE,21.97,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,410,107,990,13
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,20,106214,7,Q,Oscar Otte,R,,GER,22.49,105874,,Q,Albano Olivetti,R,203,FRA,24.13,6-7(5) 6-2 7-5,3,R16,,,,,,,,,,,,,,,,,,,,482,82,,
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,21,131867,,WC,Dominik Boehler,R,,GER,19.89,122351,,,Johannes Haerteis,U,,GER,19.89,1-6 7-6(4) 6-2,3,R16,,,,,,,,,,,,,,,,,,,,874,20,737,33
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,22,105906,4,,Kevin Krawietz,R,190,GER,23.96,126409,,,Hugo Grenier,U,,FRA,19.80,7-6(1) 6-2,3,R16,,,,,,,,,,,,,,,,,,,,428,100,649,46
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,23,123828,6,WC,Jan Choinski,R,,GER,19.59,120424,,,Yannick Maden,U,,GER,26.20,3-6 7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,447,94,654,45
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,24,104676,2,,Andreas Beck,L,190,GER,29.93,105778,,,Tobias Simon,R,,GER,24.65,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,390,112,641,47
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,25,116985,,,Petr Michnev,R,,CZE,26.44,117356,5,,Cem Ilkel,R,,TUR,20.39,7-5 4-6 7-6(4),3,QF,,,,,,,,,,,,,,,,,,,,590,55,437,98
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,26,109054,3,,Daniel Masur,R,,GER,21.59,106214,7,Q,Oscar Otte,R,,GER,22.49,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,410,107,482,82
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,27,105906,4,,Kevin Krawietz,R,190,GER,23.96,131867,,WC,Dominik Boehler,R,,GER,19.89,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,428,100,874,20
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,28,104676,2,,Andreas Beck,L,190,GER,29.93,123828,6,WC,Jan Choinski,R,,GER,19.59,6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,,390,112,447,94
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,29,109054,3,,Daniel Masur,R,,GER,21.59,116985,,,Petr Michnev,R,,CZE,26.44,3-6 6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,,410,107,590,55
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,30,104676,2,,Andreas Beck,L,190,GER,29.93,105906,4,,Kevin Krawietz,R,190,GER,23.96,6-4 3-6 7-5,3,SF,,,,,,,,,,,,,,,,,,,,390,112,428,100
2016-M-FU-GER-01A-2016,Germany F1,Carpet,,S,20160111,31,109054,3,,Daniel Masur,R,,GER,21.59,104676,2,,Andreas Beck,L,190,GER,29.93,7-6(10) 6-7(11) 7-6(5),3,F,,,,,,,,,,,,,,,,,,,,410,107,390,112
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,1,105697,1,WC,Marco Bortolotti,R,,ITA,24.97,121777,,,Nils Brinkman,R,,GER,23.55,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,401,110,991,13
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,2,126119,,,Goran Markovic,R,,SRB,20.32,105557,,,Gibril Diarra,U,,AUT,25.63,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1259,6,839,22
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,3,105851,,,Florent Diep,U,,FRA,24.30,105393,,,Stephan Hoiss,U,,GER,26.44,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,814,25,1231,6
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,4,109686,6,,Riccardo Bonadio,U,,ITA,22.50,127877,,,Valentin Nourrissat,R,,FRA,24.42,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,,518,70,1131,8
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,5,105508,4,Q,Vasile Antonescu,R,,ROU,25.80,125838,,,Mikhail Korovin,R,,RUS,19.87,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,495,77,1246,6
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,6,122058,,Q,Fabrizio Ornago,U,,ITA,23.72,132331,,WC,Jorge Blanco Guadalupe,U,,ESP,18.15,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1694,2,,
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,7,125832,,,Jordan Ubiergo,U,,FRA,22.46,126391,,Q,Dmitry Mnushkin,U,,RUS,19.70,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,789,27,1476,3
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,8,105860,8,,Tak Khunn Wang,R,,FRA,24.25,126744,,,Jaime Fermosell,R,,ESP,18.10,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,648,46,,
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,9,108705,7,WC,Anis Ghorbel,R,,TUN,26.72,132271,,Q,Francesco Salviato,U,,ITA,21.59,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,568,59,,
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,10,105155,,WC,Pedro Sousa,R,180,POR,27.62,123853,,Q,Imran Aswat,R,,GBR,20.63,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,785,27,1562,3
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,11,126536,,,David Pichler,R,,AUT,19.89,200404,,,Hugo Daubias,U,,FRA,19.69,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,934,16,1216,6
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,12,105650,3,Q,Marcus Willis,L,,GBR,25.26,105662,,,Tomislav Jotovski,R,,MKD,25.21,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,477,83,667,43
